seqnames,start,end,width,strand,num_cpg,start_ind,end_ind,pi,loglik_diff,rna_gene_name,rna_gene_start,rna_gene_end,rna_gene_strand,vmr_to_gene_dist,vmr_rna_corr,vmr_n_avail_cell,promoter_rna_corr,promoter_n_avail_cell,context
1,160732955,160746445,13491,*,57,787061,787117,0.719638470894607,50.0540974864559,Rabgap1l,160219174,160793211,-,0,-0.114962686420336,620,-0.133536117711215,268,VMRs overlapping with gene body
8,23747461,23757789,10329,*,61,121432,121492,0.775458231385701,50.0280222501319,Zmat4,23636019,24156585,+,0,-0.121331638691538,593,-0.189490238782446,430,VMRs overlapping with gene body
14,19758006,19762433,4428,*,45,59053,59097,0.724501556749861,50.01475774251,Nid2,19751257,19811787,+,0,-0.324139641258887,558,0.0549557144501286,497,VMRs overlapping with gene body
8,32053300,32057098,3799,*,32,172212,172243,0.71556452082517,49.989215427394,Nrg1,31814551,32884029,-,0,-0.270769341358659,403,0.00325053704659022,630,VMRs overlapping with gene body
11,55413789,55416899,3111,*,29,280249,280277,0.643459488543243,49.9483441908643,Sparc,55394500,55423183,-,0,-0.342107855233405,470,-0.228314909924352,469,VMRs overlapping with gene body
10,40635089,40638727,3639,*,36,195833,195868,0.735262738259389,49.9343054048751,Ddo,40630011,40681847,+,0,-0.209399247176771,482,-0.225345911554196,397,VMRs overlapping with gene body
10,23251148,23263624,12477,*,73,116645,116717,0.795619478565238,49.9318519149996,Eya4,23104168,23349895,-,0,-0.14705524837049,625,-0.0163063358381174,487,VMRs overlapping with gene body
3,30082822,30090134,7313,*,45,112787,112831,0.730268063384502,49.9309074441195,Mecom,29951296,30548008,-,0,-0.161855972108528,493,-0.119064125385,401,VMRs overlapping with gene body
2,125369851,125374669,4819,*,36,667424,667459,0.7600141191913,49.9260976652852,Fbn1,125300594,125507993,-,0,-0.19910794036532,471,-0.175050013486733,332,VMRs overlapping with gene body
13,43793741,43799708,5968,*,50,217383,217432,0.733181151255822,49.8901184172739,Cd83,43785107,43803130,+,0,-0.170758079194161,619,-0.0346147601810093,516,VMRs overlapping with gene body
8,70732910,70741872,8963,*,44,372266,372309,0.726572159618113,49.8347936276332,Pde4c,70723720,70751186,+,0,-0.214369543899762,552,-0.160622187887499,539,VMRs overlapping with gene body
7,43804033,43811957,7925,*,51,206429,206479,0.733150533924321,49.8147571134975,Klk7,43811294,43816359,+,0,-0.141738155718433,649,-0.174935054420053,383,VMRs overlapping with promoter
6,90513846,90520891,7046,*,36,444145,444180,0.718077237411619,49.7536854802463,Aldh1l1,90486427,90600203,+,0,-0.267625252852933,581,-0.228659063203135,477,VMRs overlapping with gene body
6,125855321,125864182,8862,*,43,652606,652648,0.722177591690028,49.7049524025324,Ano2,125690419,126040126,+,0,-0.285020985373398,468,-0.156742892552837,408,VMRs overlapping with gene body
10,4481959,4485676,3718,*,49,8973,9021,0.671584608399134,49.6729784876663,Ccdc170,4482502,4562231,+,0,-0.223581741802023,589,-0.215468751348927,417,VMRs overlapping with promoter
16,33763508,33765592,2085,*,28,182642,182669,0.606320452674792,49.6617661784442,Heg1,33684466,33771576,+,0,0.0572738926751427,500,-0.0441415064568861,442,VMRs overlapping with gene body
18,61951476,61954175,2700,*,33,316190,316222,0.678555348099828,49.6464779471071,Sh3tc2,61953075,62015715,+,0,-0.186196846474924,533,-0.169515789954391,467,VMRs overlapping with promoter
6,32461491,32466175,4685,*,34,144391,144424,0.749658876466583,49.64373754401,Plxna4,32144268,32588192,-,0,-0.145501132897129,547,-0.0548030912429187,417,VMRs overlapping with gene body
1,8344157,8363745,19589,*,46,20188,20233,0.68472275168315,49.5889044375444,Sntg1,8361475,9299878,-,0,-0.204875765012409,527,-0.0266493297389423,476,VMRs overlapping with gene body
13,45818001,45822800,4800,*,33,234030,234062,0.654015173639786,49.5860944932519,Atxn1,45549758,45964991,-,0,-0.201634936701943,416,-0.0115477765800097,579,VMRs overlapping with gene body
10,111495695,111502112,6418,*,53,630201,630253,0.780012624661518,49.5485436746215,Nap1l1,111473192,111498142,+,0,0.198312259253494,461,0.00545796786710437,567,VMRs overlapping with gene body
4,115925875,115931294,5420,*,43,548889,548931,0.681702138726419,49.5328503922191,Dmbx1,115915119,115939926,-,0,-0.141939028001394,546,0.0505288446606221,522,VMRs overlapping with gene body
3,45382964,45394193,11230,*,67,193991,194057,0.759827866834804,49.499054595569,Pcdh10,45378398,45435623,+,0,-0.18507974740867,497,-0.0185070330235271,634,VMRs overlapping with gene body
13,74262207,74273292,11086,*,48,425312,425359,0.673949618952887,49.4943594330025,Ahrr,74211118,74292331,-,0,-0.219908419736213,646,-0.061505646816331,450,VMRs overlapping with gene body
3,138253251,138260056,6806,*,42,697663,697704,0.771866911669855,49.4877800515836,Adh1,138260991,138290698,+,934,-0.206648885611212,539,-0.102505945037862,170,VMRs overlapping with promoter
2,58288502,58296170,7669,*,52,303849,303900,0.736447499889034,49.4093900914981,Acvr1c,58267453,58357895,-,0,-0.223034119798132,549,0.0427732667049129,497,VMRs overlapping with gene body
13,89664993,89677231,12239,*,51,482294,482344,0.676581569252971,49.3769796409773,Vcan,89655312,89742509,-,0,0.0429554694907214,518,-0.0504023753308941,428,VMRs overlapping with gene body
8,36617928,36628995,11068,*,49,204706,204754,0.758562731641474,49.3681210636269,Dlc1,36567751,36953143,-,0,-0.181683002472748,505,-0.259111574401354,251,VMRs overlapping with gene body
10,68725783,68733355,7573,*,50,353787,353836,0.782419507585877,49.3633498032207,Tmem26,68723746,68782654,+,0,-0.172675260275507,554,-0.0514573168643812,326,VMRs overlapping with gene body
15,28338314,28344643,6330,*,39,126457,126495,0.755085437074116,49.3026346839541,Dnah5,28203752,28472045,+,0,-0.170088942609818,524,-0.11972295240491,396,VMRs overlapping with gene body
9,54768803,54773403,4601,*,46,284851,284896,0.761230280107791,49.2609433710818,Crabp1,54764748,54773110,+,0,0.091223624506644,575,0.0313440135502135,509,VMRs overlapping with gene body
2,172986329,172987933,1605,*,25,992498,992522,0.711203455520434,49.2493292030653,Spo11,172977700,172993576,+,0,-0.131870122678444,432,-0.0267276423936153,370,VMRs overlapping with gene body
3,131138087,131141750,3664,*,36,655748,655783,0.68481093128127,49.2403872289227,Lef1,131110471,131224356,+,0,0.0979192932051338,434,-0.161799329416133,451,VMRs overlapping with gene body
4,65137837,65154740,16904,*,65,307935,307999,0.787447462175054,49.2367440519479,Pappa,65124174,65357509,+,0,-0.0798184218831634,636,0.0660774221680154,402,VMRs overlapping with gene body
3,79922950,79931937,8988,*,55,355791,355845,0.754196671808469,49.2297393820596,Fam198b,79884533,79946280,+,0,-0.30249607553949,495,-0.227308399706269,345,VMRs overlapping with gene body
2,58324921,58337121,12201,*,55,304102,304156,0.748153263584414,49.2265316776762,Acvr1c,58267453,58357895,-,0,-0.180196422600687,555,0.0427732667049129,497,VMRs overlapping with gene body
4,58530339,58535519,5181,*,42,277289,277330,0.743237460009345,49.1801228318771,Lpar1,58435255,58553898,-,0,-0.3297571936671,561,-0.299728355082452,382,VMRs overlapping with gene body
7,37732455,37737887,5433,*,44,180194,180237,0.727940017773787,49.160951661279,Zfp536,37472135,37773641,-,0,-0.163058686333232,618,-0.0404596694503652,449,VMRs overlapping with gene body
4,36257812,36271254,13443,*,54,149335,149388,0.723349652414654,49.1526027761254,Lingo2,35706647,36951747,-,0,-0.143864321115142,555,-0.0106806091622996,572,VMRs overlapping with gene body
8,11307635,11310735,3101,*,35,44952,44986,0.764615866676772,49.1410930295997,Col4a1,11198423,11312826,-,0,-0.22704958538909,554,-0.12169014490544,536,VMRs overlapping with gene body
11,8962589,8971229,8641,*,47,41194,41240,0.775526968388676,49.1391942870371,Pkd1l1,8826708,8973266,-,0,-0.134706104524605,589,-0.103064543519191,530,VMRs overlapping with gene body
19,30542901,30547626,4726,*,37,174604,174640,0.684017833153404,49.1350077090142,Dkk1,30545863,30549665,-,0,-0.25622736745078,448,-0.0877157483341352,402,VMRs overlapping with gene body
5,28213281,28229557,16277,*,63,115455,115517,0.793237471404605,49.0889124761652,Cnpy1,28200819,28245806,-,0,-0.235701557540349,625,-0.241098179373425,343,VMRs overlapping with gene body
1,172524797,172526632,1836,*,25,866351,866375,0.667591684559902,49.039881466727,Cfap45,172520801,172545870,+,0,-0.142573936526247,489,-0.163409534502935,396,VMRs overlapping with gene body
6,125713271,125717218,3948,*,36,651678,651713,0.773473487590887,49.0290325231691,Ano2,125690419,126040126,+,0,-0.173698531741918,584,-0.156742892552837,408,VMRs overlapping with gene body
18,62175407,62177933,2527,*,37,317856,317892,0.788308655081109,48.9828349696821,Adrb2,62177817,62179959,-,0,-0.114802466341505,492,-0.0536545075463576,432,VMRs overlapping with gene body
15,37568943,37571683,2741,*,35,175314,175348,0.734924358626817,48.931245543787,Ncald,37366175,37792570,-,0,-0.210483435341319,528,-0.0458406845269409,336,VMRs overlapping with gene body
10,62488777,62493105,4329,*,37,314607,314643,0.755313357167282,48.9005651213035,Srgn,62493833,62527451,-,727,-0.330764971364146,514,-0.522774410126597,511,VMRs overlapping with promoter
2,116031304,116037804,6501,*,44,611103,611146,0.788230624315475,48.8899680631861,Meis2,115863064,116065839,-,0,0.0440715247371816,577,-0.0241335717185052,579,VMRs overlapping with gene body
1,90034319,90043185,8867,*,52,448250,448301,0.777127315416659,48.8726327306362,Iqca,90042132,90153401,-,0,-0.190773767745418,660,-0.00813890958523204,472,VMRs overlapping with gene body
19,47990018,47993278,3261,*,40,300026,300065,0.76672459513288,48.8585013729293,Cfap58,47937712,48035379,+,0,-0.190733972231058,460,-0.057459228171561,411,VMRs overlapping with gene body
16,45829708,45832965,3258,*,25,253951,253975,0.543128762227024,48.7406579900401,Phldb2,45746243,45953598,-,0,0.0421323731996305,482,-0.0628710810985078,155,VMRs overlapping with gene body
9,72910583,72913036,2454,*,33,413777,413809,0.77490457148343,48.7266776203761,Prtg,72806874,72917291,+,0,0.459521178402929,580,-0.0235577365255615,299,VMRs overlapping with gene body
2,172980691,172985989,5299,*,47,992450,992496,0.766219509648258,48.5981561483453,Spo11,172977700,172993576,+,0,-0.215500628989754,485,-0.0267276423936153,370,VMRs overlapping with gene body
6,94676522,94679184,2663,*,30,471148,471177,0.585437084587734,48.5968463000414,Lrig1,94604529,94700158,-,0,-0.124785735846532,490,-0.0661154531280554,479,VMRs overlapping with gene body
2,58279182,58285986,6805,*,55,303777,303831,0.802926279996631,48.5791141824579,Acvr1c,58267453,58357895,-,0,-0.105673253385298,604,0.0427732667049129,497,VMRs overlapping with gene body
8,116507910,116514980,7071,*,48,664386,664433,0.77601530197158,48.5360651421748,Dynlrb2,116504974,116515915,+,0,-0.187586626656782,542,-0.0825505675545311,451,VMRs overlapping with gene body
3,99981815,99999667,17853,*,61,476822,476882,0.777326810737548,48.5217397035927,Spag17,99885406,100143322,+,0,-0.244405835348223,668,-0.151178831597833,377,VMRs overlapping with gene body
8,55037335,55056898,19564,*,48,299757,299804,0.650528714600472,48.4992428129661,Gpm6a,54954843,55060871,+,0,-0.23851023948248,511,-0.137905103265758,235,VMRs overlapping with gene body
6,115264063,115271382,7320,*,47,580580,580626,0.806424952179814,48.496959706971,Syn2,115134902,115282006,+,0,-0.254979413153525,625,-0.00815414851199888,500,VMRs overlapping with gene body
2,132132488,132138776,6289,*,53,714269,714321,0.740656719118517,48.496223907679,Slc23a2,132052496,132145108,-,0,-0.280528401205132,622,-0.056813880996679,503,VMRs overlapping with gene body
18,34683460,34689228,5769,*,42,152761,152802,0.731492156898963,48.4328538191835,Gfra3,34689903,34720387,-,674,-0.11140436368492,591,-0.158036897531919,431,VMRs outside gene but within 1000-bp distance
7,42680122,42686928,6807,*,40,200088,200127,0.754630599183526,48.428879344377,Zfp975,42660105,42692742,-,0,-0.0718237627304648,534,0.0229190048813197,410,VMRs overlapping with gene body
2,124140256,124159026,18771,*,72,660086,660157,0.726890402954612,48.3446236864842,Sema6d,124089969,124667770,+,0,-0.0712733574284489,575,-0.0908558208805399,349,VMRs overlapping with gene body
8,112806193,112817024,10832,*,62,636734,636795,0.778332357203188,48.3212199688467,Cntnap4,112570043,112882717,+,0,-0.258196042078251,544,-0.0574703735398341,360,VMRs overlapping with gene body
15,76617835,76621430,3596,*,30,368349,368378,0.671619096358606,48.3188421611469,Slc39a4,76612385,76616852,-,982,-0.325890793969782,432,-0.279301503182496,412,VMRs overlapping with promoter
4,58168540,58175053,6514,*,46,275026,275071,0.789815784134703,48.2154772701857,Svep1,58042442,58206859,-,0,-0.177976638240027,624,-0.0590432289309576,351,VMRs overlapping with gene body
15,10689603,10691749,2147,*,34,42898,42931,0.767169614093353,48.2057606790955,Rai14,10568979,10714631,-,0,-0.077270176331735,424,0.0397336556697554,550,VMRs overlapping with gene body
15,6360273,6369937,9665,*,59,15299,15357,0.782180286663912,48.0995779746788,Dab2,6299788,6440712,+,0,-0.2663573185146,595,-0.169036395342977,326,VMRs overlapping with gene body
19,48694996,48707445,12450,*,49,304952,305000,0.767683697425187,48.0492863239813,Sorcs3,48206025,48805505,+,0,-0.247654540076879,560,0.130350412640808,570,VMRs overlapping with gene body
3,127536433,127542849,6417,*,40,628520,628559,0.544535790548756,48.0388301910909,Larp7,127536714,127553349,-,0,0.182557185706547,449,0.111922659665212,536,VMRs overlapping with gene body
9,110480045,110486996,6952,*,45,639789,639833,0.779175176240785,48.0254570572867,Kif9,110476958,110525179,+,0,-0.150238510470891,573,-0.0799503400157549,528,VMRs overlapping with gene body
18,84680466,84683724,3259,*,34,485874,485907,0.765398109309458,47.9824775994792,Cndp2,84667470,84685633,-,0,-0.317869035270309,436,-0.029166395969365,430,VMRs overlapping with gene body
10,61420465,61424537,4073,*,42,304742,304783,0.802189341253636,47.9471279832453,Nodal,61417972,61425338,+,0,-0.138872416885549,624,-0.0737246162345931,439,VMRs overlapping with gene body
10,62520602,62525716,5115,*,32,314901,314932,0.760473861694138,47.8923877894066,Srgn,62493833,62527451,-,0,-0.44591845059135,609,-0.522774410126597,511,VMRs overlapping with gene body
11,89453978,89459024,5047,*,39,527982,528020,0.75372190113128,47.8916156824101,4932411E22Rik,89390223,89777653,-,0,-0.173394318424681,563,-0.214224624137176,347,VMRs overlapping with gene body
9,78631182,78635625,4444,*,37,448657,448693,0.753432544510293,47.8589375801216,Cd109,78615546,78716253,+,0,-0.223497208904123,499,-0.142414430078213,451,VMRs overlapping with gene body
9,53690223,53697397,7175,*,55,277877,277931,0.789081092068676,47.8308359611031,Rab39,53684110,53706232,-,0,-0.176301112018314,632,-0.0154692861657669,514,VMRs overlapping with gene body
11,70340338,70344042,3705,*,31,389944,389974,0.745841224946274,47.805417636904,Alox15,70344152,70352031,-,109,-0.275158872075741,498,-0.114428036386458,472,VMRs outside gene but within 1000-bp distance
6,24505817,24516408,10592,*,47,99913,99959,0.725008187046259,47.8038851019174,Iqub,24444865,24515067,-,0,-0.167617552754187,609,-0.309803751879462,112,VMRs overlapping with promoter
14,58083006,58089838,6833,*,56,271490,271545,0.764944355708639,47.7817506053598,Fgf9,58070547,58112337,+,0,-0.0800498803993758,628,-0.0967407699173946,429,VMRs overlapping with gene body
9,75881062,75894135,13074,*,61,431972,432032,0.783627712157268,47.7691161367144,Bmp5,75775364,75900310,+,0,-0.174413916486152,607,-0.0825799836931216,191,VMRs overlapping with gene body
7,60021465,60036033,14569,*,56,290222,290277,0.763344474585672,47.7109564843911,Snrpn,59982495,60140219,-,0,0.282510907254965,501,0.320558243686884,164,VMRs overlapping with gene body
1,5062887,5074909,12023,*,47,8232,8278,0.685228161134855,47.6982190403942,Atp6v1h,5070018,5162529,+,0,-0.272498152796665,547,-0.300333608678748,76,VMRs overlapping with promoter
11,89751070,89764401,13332,*,65,530075,530139,0.723134409835127,47.6667930778285,4932411E22Rik,89390223,89777653,-,0,-0.217107721955873,576,-0.214224624137176,347,VMRs overlapping with gene body
14,56380309,56386888,6580,*,43,259921,259963,0.785810971584249,47.6230023401081,Atp12a,56365068,56388551,+,0,-0.195508825940782,601,-0.100179120077134,560,VMRs overlapping with gene body
8,32561474,32576037,14564,*,63,174615,174677,0.762662520041686,47.6225224129703,Nrg1,31814551,32884029,-,0,-0.242405244198428,552,0.00325053704659022,630,VMRs overlapping with gene body
6,92352687,92371960,19274,*,76,456195,456270,0.81144664456846,47.6120477720962,Prickle2,92370908,92706155,-,0,-0.262641850808281,695,-0.0458853983642197,497,VMRs overlapping with gene body
5,104109677,104112964,3288,*,28,521425,521452,0.601538215739491,47.6091791525973,Sparcl1,104079111,104113733,-,0,-0.25345276061609,478,-0.260695383006371,508,VMRs overlapping with gene body
19,35985624,35994478,8855,*,44,203108,203151,0.750683062919617,47.5634524129467,Htr7,35958734,36057507,-,0,-0.216832059945993,508,-0.0765966034614928,534,VMRs overlapping with gene body
16,33738230,33743033,4804,*,33,182434,182466,0.640317966906612,47.4878594148999,Heg1,33684466,33771576,+,0,-0.114284143487861,586,-0.0441415064568861,442,VMRs overlapping with gene body
